timestamps,Azimuth,Elevation,range,rangerate,power,x,y,z
1.0,0.0830799917638108,0.0334561813150228,50.07709070612091,10.535383014506984,4.389914369465285,49.87644013786207,4.153294376385726,1.6750756957239927
1.0,0.086224673678224,0.0457086043735631,50.06706172918262,-3.897913696049443,8.276693745815704,49.82896176783996,4.3071654153036905,2.287698716644812
1.0,0.0582024624163243,0.0365099926729582,50.04110440579497,-7.332964258151753,3.899686533202871,49.92307883058781,2.9089315557544664,1.8265944898973137
1.0,-0.0697932840264749,0.0133759691678038,50.12287368304633,4.09338898738036,3.709221189038283,49.996373478724,-3.495087915397901,0.6704220209695435
1.0,-0.0859528530749418,0.0301093494885606,50.14254380384321,9.92524939197122,8.872332196708125,49.93479061948517,-4.30263875534546,1.5095312681461452
1.0,-0.0852815757131563,0.0113774417856349,50.13474680811735,17.452057422669135,6.432688401499088,49.949310547565126,-4.270113034263786,0.5703928571981592
1.0,-0.0739969111180671,0.0140106947648929,50.04900754853757,-4.823754263030468,4.296821763279199,49.90714854058906,-3.699729977653191,0.7011984266983045
1.0,-0.0545927229977779,0.0044273723063386,50.1412981344726,9.871048026799052,4.178418232762788,50.06610630261002,-2.735963670319421,0.22199346952396248
1.0,0.0865404252871957,0.0464054895658523,50.08749498286668,-2.363817166477008,1.995201460963123,49.846333764775075,4.324524124214434,2.3235005849851484
1.0,0.0806838401246595,0.0147376258573433,50.00161809432355,0.9646737813669192,9.333437133812811,49.8335416954309,4.02950918464116,0.7368784643523499
1.0,0.0659840254462557,0.038800739959418,50.09651906870451,17.8503592617876,2.8118479924108386,49.949877917912445,3.300685682477069,1.9432943195019434
1.0,-0.0596775690129492,0.0469768478809496,50.0976086042702,8.624157745698533,6.16194322364758,49.953256202399885,-2.9846329053617775,2.3525622338796506
1.0,-0.0829312283674754,0.0086150773703139,50.15541377145711,3.158469369500573,1.2975467021246767,49.98118359932184,-4.154529703094753,0.432087425245302
1.0,0.0857579358598097,0.0075848956777095,50.016100505021605,-5.069350281564098,5.8770501838967215,49.830859966969996,4.283898714056299,0.3793632670099293
1.0,0.078186941485477,0.0354697271982169,50.14543373351495,-4.626518742461322,6.372133209364965,49.960792963963975,3.9142610660186072,1.7782719255832407
1.0,-0.0620399877034464,0.0264110758551858,50.14508600100209,-9.020820142924167,4.547366763634574,50.03115916946825,-3.1079209444094973,1.324231705756118
1.0,0.0607020508555052,0.0002103252347538,50.05082661672212,-9.198023429358903,0.359583024107486,49.95864170718038,3.0363222776975336,0.010526951780170879
1.0,-0.0861098672464863,0.004217726952135,50.11675240107221,16.549193293842183,4.4272724400997046,49.930617481825095,-4.310177303948064,0.2113781506454179
1.0,0.0754555384044498,0.0521951802119162,50.12290582013259,-4.558557825498303,2.855288813994663,49.9122190550333,3.773317256804453,2.61498637391366
1.0,-0.0652840977398506,0.0276767303726902,50.00281854560583,-8.362913689279576,6.698554115185246,49.8771909457266,-3.2608212801748127,1.3837378534495743
1.0,-0.0830068152338136,0.0290897004439242,50.102241323432,12.485897260223467,3.5824811264360736,49.90861084686006,-4.152295843880811,1.4572536474444033
1.0,-0.0704397488004568,0.0448625634212983,50.042728826953,3.400115749233109,8.846767550028083,49.86840426095871,-3.518539175303498,2.244292090037066
1.0,-0.0622959183311201,0.0142524536113987,50.10509651876943,-9.027422385451992,0.5613948326210927,50.00282546459184,-3.1190077047849325,0.7140963872325928
1.0,-0.0625275770016889,0.0057360550517154,50.18805971938498,3.864640325312175,4.161509238737192,50.08915756856456,-3.136041714361897,0.2878798948300131
1.0,0.071902933286499,0.0326317032080877,50.06916647722545,17.589975617837528,5.967293708081608,49.91320635188291,3.5951036830567977,1.633552235633669
2.0,-0.0814574914500791,0.0436346450348527,50.18187679855926,-0.3856869382522117,6.316283246259731,49.96787561635335,-4.079284250534703,2.188973599146204
